sentence1,sentence2,score
تتعاون جامعات هونغ كونغ مع الجامعات والشركات والقطاعات الحكومية في البر الرئيسي للصين لتنسيق برامج التدريب ومراكز البحث لتعزيز البحوث والتسويق ونقل التكنولوجيا المتقدمة.,تعاونت جامعات هونغ كونغ مع قطاعات التعليم العالي والأعمال والحكومة في البر الرئيسي للصين لتوجيه برامج التدريب ومراكز البحث لتعزيز تسويق البحث ونقل التكنولوجيا.,1.0
الحكومة الصينية قدمت التعاون والمساعدة النشطة لمنظمة حظر تفتيش الأسلحة الكيميائية.,وقالت وزارة الخارجية الإكوادورية في بيان إن مندوبين من منظمة حظر الأسلحة الكيميائية (أوباك) سيشاركون أيضا في الاجتماع.,0.2
اعتمدت الحكومة المكسيكية سلسلة من التدابير ضد تهريب المخدرات والجريمة المنظمة في المكسيك منذ عام 2006.,منذ عام 2006، اعتمدت المكسيك سلسلة من التدابير ضد تهريب المخدرات والجريمة المنظمة.,1.0
البيان لم يحدد كمية الرؤوس الحربية التي يمكن أن يحملها الصاروخ,لم يحدد البيان عدد الرؤوس الحربية التي يمكن أن يحملها الصاروخ.,1.0
إنه تهديد خطير للأمن الدولي,إنه يشكل تهديداً كبيراً للأمن العالمي,0.84
نيكاراغوا احتفلت بالذكرى الخامسة والعشرين للثورة الساندينية,لم تتوافق نيكاراغوا على كيفية تقديم الذكرى السنوية للثورة الساندينية,0.48
أعلن الرئيس الروسي فلاديمير بوتين أن قرار وقف تنفيذ القوات التقليدية في معاهدة أوروبا هو رد على خطط الولايات المتحدة لإنشاء مواقع للدفاع الصاروخي في أوروبا الشرقية وفشل حلف شمال الأطلسي في التصديق على نسخة معدلة من المعاهدة.,الرئيس الروسي فلاديمير بوتين يعلن أن القرار رد على خطط الولايات المتحدة لإنشاء مواقع للدفاع الصاروخي في أوروبا الشرقية وفشل حلف شمال الأطلسي في التصديق على نسخة معدلة من المعاهدة,0.84
قام معهد الأبحاث الوطني الهولندي بتجارب الأسلحة الكيميائية لوزارة الدفاع الهولندية خلال الخمسينيات,صحفي من (إتش بي/ديتايد) علم عن تجارب (تي إن أو) للأسلحة الكيميائية من أرشيف وزارة الدفاع,0.52
"تقرير صادر عن شركة ""ماكافي"" الموردة للبرمجيات الأمنية قال أن المخترقين الحكوميين في الصين هم في طليعة الحرب الباردة على الإنترنت.",القراصنة المرتبطون بالحكومة في الصين هم في طليعة الحرب الالكترونية الباردة المتنامية,0.68
المعاهدة تحد من عدد الطائرات والدبابات وغيرها من الأسلحة الثقيلة غير النووية حول أوروبا وتم توقيعها لأول مرة في عام 1990.,المعاهدة تحد من عدد الطائرات والدبابات والأسلحة الثقيلة غير النووية حول أوروبا,0.72
العديد من الهجمات نشأت في الخارج,ذكر المسؤولون الإستونيون أن الهجمات نشأت في روسيا,0.36
الشرطة اعتقلت اثنين من المشتبه بهم في تهريب المخدرات من هندوراس,الشرطة البلغارية اعتقلت رئيس مجموعة تهريب المخدرات,0.28
إذا ارتفعت اليابان إلى هذه المناسبة لن تُهزم اليابان أبداً حتى من حيث القوة العسكرية,لقد قال (أوزاوا) أنّه إذا استعدّت (اليابان) لهذا الوضع، فلن تُهزم (اليابان) أبداً حتى من حيث القوّة العسكرية.,0.72
وقعت مصر والأردن على معاهدة منع انتشار الأسلحة النووية وطالما دعت لشرق أوسط خال من أسلحة الدمار الشامل,وقعت سوريا على معاهدة عدم انتشار الأسلحة النووية وسمحت لخبراء الوكالة بتفتيش منشأتها النووية الوحيدة المعروفة,0.8
روسيا تشارك بالفعل في وكالة الفضاء الأوروبية,فرنسا رائدة في وكالة الفضاء الأوروبية,0.24
ميانمار دولة عسكرية,ميانمار لديها حكومة عسكرية.,0.6
لم يقل إن كان الرجال قد شنقوا في السجن,عشرات من هؤلاء المجرمين شنقوا علناً,0.36
تم تجميع تقرير منظمة العفو الدولية من قبل المنظمات غير الحكومية الأوروبية والدولية مثل Saferworld، التي تعارض العنف المسلح.,تم تجميع تقرير منظمة العفو الدولية من قبل المنتديات الأوروبية والدولية غير الحكومية.,0.64
قال تقرير لمعهد أبحاث السياسة العامة أن هناك 27 دولة ضعيفة تشكل تهديدا للأمن القومي البريطاني لأن هذه الدول يمكن أن توفر قواعد للإرهابيين,قال التقرير أن هناك 27 دولة ضعيفة تشكل تهديدا للأمن القومي البريطاني لأن الدول يمكن أن توفر قواعد للإرهابيين,0.84
الحكومة الإيرانية تنفي الاتهام وتصر على أن البرنامج النووي لأغراض سلمية فقط,إيران تصر على أن برنامجها النووي لأغراض سلمية,0.8
تدعو مبادرة الأمن من انتشار الأسلحة النووية إلى إيقاف وتفتيش السفن المشتبه في أنها تحمل أسلحة الدمار الشامل.,يدرس أعضاء مبادرة الأمن ضد الانتشار طرقًا لاعتراض السفن أو الطائرات المشتبه في أنها تحمل أسلحة الدمار الشامل.,0.64
